num,dyad,id,time,RM,party,timecontrast1_pre_post,timecontrast2_pre_followup,timecontrast3_post_pre,timecontrast4_post_followup,timecontrast5_followup_pre,timecontrast6_followup_post,IH,affiliation_C
408,1210,233,3,3,-1,0,1,0,1,0,0, ,-1.4483
409,1210,145,1,4,1,0,0,1,0,1,0,5.5,0.5517
410,1210,145,2,5,1,1,0,0,0,0,1,6,0.5517
411,1210,145,3,6,1,0,1,0,1,0,0, ,0.5517
412,1218,368,1,1,-1,0,0,1,0,1,0,6.5,0.5517
413,1218,368,2,2,-1,1,0,0,0,0,1,7,0.5517
414,1218,368,3,3,-1,0,1,0,1,0,0,7,0.5517
415,1218,634,1,4,1,0,0,1,0,1,0,7,0.5517
416,1218,634,2,5,1,1,0,0,0,0,1,7,0.5517
417,1218,634,3,6,1,0,1,0,1,0,0,7,0.5517
418,1219,672,1,1,-1,0,0,1,0,1,0,5.5,0.3017
419,1219,672,2,2,-1,1,0,0,0,0,1,6,0.3017
420,1219,672,3,3,-1,0,1,0,1,0,0, ,0.3017
421,1219,137,1,4,1,0,0,1,0,1,0,6,0.5517
422,1219,137,2,5,1,1,0,0,0,0,1,6,0.5517
423,1219,137,3,6,1,0,1,0,1,0,0, ,0.5517
424,1221,432,1,1,-1,0,0,1,0,1,0,5,0.3017
425,1221,432,2,2,-1,1,0,0,0,0,1,4,0.3017
426,1221,432,3,3,-1,0,1,0,1,0,0,6,0.3017
427,1221,185,1,4,1,0,0,1,0,1,0,3,-1.4483
428,1221,185,2,5,1,1,0,0,0,0,1,4.5,-1.4483
429,1221,185,3,6,1,0,1,0,1,0,0,4.5,-1.4483
430,1243,647,1,1,-1,0,0,1,0,1,0,4.5,0.5517
431,1243,647,2,2,-1,1,0,0,0,0,1, ,0.5517
432,1243,647,3,3,-1,0,1,0,1,0,0, ,0.5517
433,1243,760,1,4,1,0,0,1,0,1,0,6.5,0.5517
434,1243,760,2,5,1,1,0,0,0,0,1, ,0.5517
435,1243,760,3,6,1,0,1,0,1,0,0, ,0.5517
436,1250,155,1,1,-1,0,0,1,0,1,0,3.5,0.5517
437,1250,155,2,2,-1,1,0,0,0,0,1,6,0.5517
438,1250,155,3,3,-1,0,1,0,1,0,0,6,0.5517
439,1250,677,1,4,1,0,0,1,0,1,0,6,0.0517
440,1250,677,2,5,1,1,0,0,0,0,1,6,0.0517
441,1250,677,3,6,1,0,1,0,1,0,0,6,0.0517
442,1276,290,1,1,-1,0,0,1,0,1,0,6,-0.1983
443,1276,290,2,2,-1,1,0,0,0,0,1,6.5,-0.1983
444,1276,290,3,3,-1,0,1,0,1,0,0, ,-0.1983
445,1276,793,1,4,1,0,0,1,0,1,0,5.5,-2.4483
446,1276,793,2,5,1,1,0,0,0,0,1,5,-2.4483
447,1276,793,3,6,1,0,1,0,1,0,0, ,-2.4483
448,1284,866,1,1,-1,0,0,1,0,1,0,4,-0.1983
449,1284,866,2,2,-1,1,0,0,0,0,1,2,-0.1983
450,1284,866,3,3,-1,0,1,0,1,0,0, ,-0.1983
451,1284,412,1,4,1,0,0,1,0,1,0,4.5,-0.1983
452,1284,412,2,5,1,1,0,0,0,0,1,4,-0.1983
453,1284,412,3,6,1,0,1,0,1,0,0, ,-0.1983
454,1308,396,1,1,-1,0,0,1,0,1,0,6.5,-1.4483
455,1308,396,2,2,-1,1,0,0,0,0,1,7,-1.4483
456,1308,396,3,3,-1,0,1,0,1,0,0,7,-1.4483
457,1308,809,1,4,1,0,0,1,0,1,0,6,0.0517
458,1308,809,2,5,1,1,0,0,0,0,1,6.5,0.0517
459,1308,809,3,6,1,0,1,0,1,0,0,6,0.0517
460,1311,522,1,1,-1,0,0,1,0,1,0,6,0.5517
461,1311,522,2,2,-1,1,0,0,0,0,1,7,0.5517
462,1311,522,3,3,-1,0,1,0,1,0,0, ,0.5517
463,1311,838,1,4,1,0,0,1,0,1,0,5.5,0.5517
464,1311,838,2,5,1,1,0,0,0,0,1,6,0.5517
465,1311,838,3,6,1,0,1,0,1,0,0, ,0.5517
466,1315,81,1,1,-1,0,0,1,0,1,0,4.5,-0.4483
467,1315,81,2,2,-1,1,0,0,0,0,1,4.5,-0.4483
468,1315,81,3,3,-1,0,1,0,1,0,0,5,-0.4483
469,1315,831,1,4,1,0,0,1,0,1,0,6.5,0.3017
470,1315,831,2,5,1,1,0,0,0,0,1,6.5,0.3017
471,1315,831,3,6,1,0,1,0,1,0,0,6.5,0.3017
472,1318,888,1,1,-1,0,0,1,0,1,0,6,0.0517
473,1318,888,2,2,-1,1,0,0,0,0,1,6,0.0517
474,1318,888,3,3,-1,0,1,0,1,0,0,4.5,0.0517
475,1318,529,1,4,1,0,0,1,0,1,0,3,0.5517
476,1318,529,2,5,1,1,0,0,0,0,1,7,0.5517
477,1318,529,3,6,1,0,1,0,1,0,0,4.5,0.5517
478,1337,864,1,1,-1,0,0,1,0,1,0,6,-0.4483
479,1337,864,2,2,-1,1,0,0,0,0,1, ,-0.4483
480,1337,864,3,3,-1,0,1,0,1,0,0, ,-0.4483
481,1337,914,1,4,1,0,0,1,0,1,0,7,0.5517
482,1337,914,2,5,1,1,0,0,0,0,1,7,0.5517
483,1337,914,3,6,1,0,1,0,1,0,0, ,0.5517
484,1342,812,1,1,-1,0,0,1,0,1,0,5,0.5517
485,1342,812,2,2,-1,1,0,0,0,0,1,6,0.5517
486,1342,812,3,3,-1,0,1,0,1,0,0, ,0.5517
487,1342,781,1,4,1,0,0,1,0,1,0,4,-1.9483
488,1342,781,2,5,1,1,0,0,0,0,1,3,-1.9483
489,1342,781,3,6,1,0,1,0,1,0,0, ,-1.9483
490,1350,42,1,1,-1,0,0,1,0,1,0,6,0.5517
491,1350,42,2,2,-1,1,0,0,0,0,1,7,0.5517
492,1350,42,3,3,-1,0,1,0,1,0,0, ,0.5517
493,1350,342,1,4,1,0,0,1,0,1,0,5,0.5517
494,1350,342,2,5,1,1,0,0,0,0,1,6,0.5517
495,1350,342,3,6,1,0,1,0,1,0,0, ,0.5517
496,1358,845,1,1,-1,0,0,1,0,1,0,7,0.5517
497,1358,845,2,2,-1,1,0,0,0,0,1,6.5,0.5517
498,1358,845,3,3,-1,0,1,0,1,0,0, ,0.5517
499,1358,857,1,4,1,0,0,1,0,1,0,6.5,0.5517
500,1358,857,2,5,1,1,0,0,0,0,1,6.5,0.5517
501,1358,857,3,6,1,0,1,0,1,0,0, ,0.5517
502,1360,651,1,1,-1,0,0,1,0,1,0,6.5,-0.4483
503,1360,651,2,2,-1,1,0,0,0,0,1,7,-0.4483
504,1360,651,3,3,-1,0,1,0,1,0,0, ,-0.4483
505,1360,616,1,4,1,0,0,1,0,1,0,6,-0.1983
506,1360,616,2,5,1,1,0,0,0,0,1,5,-0.1983
507,1360,616,3,6,1,0,1,0,1,0,0, ,-0.1983
508,1366,244,1,1,-1,0,0,1,0,1,0,4,-0.4483
509,1366,244,2,2,-1,1,0,0,0,0,1,5,-0.4483
510,1366,244,3,3,-1,0,1,0,1,0,0,5,-0.4483
511,1366,497,1,4,1,0,0,1,0,1,0,5,-0.4483
512,1366,497,2,5,1,1,0,0,0,0,1,5,-0.4483
513,1366,497,3,6,1,0,1,0,1,0,0,5.5,-0.4483
514,1381,606,1,1,-1,0,0,1,0,1,0,2.5,-0.4483
515,1381,606,2,2,-1,1,0,0,0,0,1,5,-0.4483
516,1381,606,3,3,-1,0,1,0,1,0,0, ,-0.4483
517,1381,94,1,4,1,0,0,1,0,1,0,4.5,0.5517
518,1381,94,2,5,1,1,0,0,0,0,1,5,0.5517
519,1381,94,3,6,1,0,1,0,1,0,0,6,0.5517
520,1465,318,1,1,-1,0,0,1,0,1,0,5.5,0.5517
521,1465,318,2,2,-1,1,0,0,0,0,1,6,0.5517
522,1465,318,3,3,-1,0,1,0,1,0,0, ,0.5517
523,1465,310,1,4,1,0,0,1,0,1,0,7,0.3017
524,1465,310,2,5,1,1,0,0,0,0,1, ,0.3017
525,1465,310,3,6,1,0,1,0,1,0,0, ,0.3017
526,1470,429,1,1,-1,0,0,1,0,1,0,7,0.5517
527,1470,429,2,2,-1,1,0,0,0,0,1,6.5,0.5517
528,1470,429,3,3,-1,0,1,0,1,0,0,6,0.5517
529,1470,523,1,4,1,0,0,1,0,1,0,6,0.3017
530,1470,523,2,5,1,1,0,0,0,0,1,6,0.3017
531,1470,523,3,6,1,0,1,0,1,0,0, ,0.3017
532,1473,193,1,1,-1,0,0,1,0,1,0,5,0.0517
533,1473,193,2,2,-1,1,0,0,0,0,1,6,0.0517
534,1473,193,3,3,-1,0,1,0,1,0,0,5.5,0.0517
535,1473,723,1,4,1,0,0,1,0,1,0,4.5,0.5517
536,1473,723,2,5,1,1,0,0,0,0,1,5,0.5517
537,1473,723,3,6,1,0,1,0,1,0,0, ,0.5517
538,1477,97,1,1,-1,0,0,1,0,1,0,5,0.0517
539,1477,97,2,2,-1,1,0,0,0,0,1,5.5,0.0517
540,1477,97,3,3,-1,0,1,0,1,0,0, ,0.0517
541,1477,200,1,4,1,0,0,1,0,1,0,5.5,-0.6983
542,1477,200,2,5,1,1,0,0,0,0,1,6,-0.6983
543,1477,200,3,6,1,0,1,0,1,0,0, ,-0.6983
544,1483,691,1,1,-1,0,0,1,0,1,0,5,0.5517
545,1483,691,2,2,-1,1,0,0,0,0,1,5.5,0.5517
546,1483,691,3,3,-1,0,1,0,1,0,0, ,0.5517
547,1483,350,1,4,1,0,0,1,0,1,0,3.5,0.5517
548,1483,350,2,5,1,1,0,0,0,0,1,7,0.5517
549,1483,350,3,6,1,0,1,0,1,0,0, ,0.5517
550,1484,660,1,1,-1,0,0,1,0,1,0,6,0.0517
551,1484,660,2,2,-1,1,0,0,0,0,1,5.5,0.0517
552,1484,660,3,3,-1,0,1,0,1,0,0, ,0.0517
553,1484,842,1,4,1,0,0,1,0,1,0,4,-0.4483
554,1484,842,2,5,1,1,0,0,0,0,1,4,-0.4483
555,1484,842,3,6,1,0,1,0,1,0,0, ,-0.4483
556,1499,607,1,1,-1,0,0,1,0,1,0,6,-1.4483
557,1499,607,2,2,-1,1,0,0,0,0,1,6.5,-1.4483
558,1499,607,3,3,-1,0,1,0,1,0,0,6,-1.4483
559,1499,562,1,4,1,0,0,1,0,1,0,5.5,0.0517
560,1499,562,2,5,1,1,0,0,0,0,1,6.5,0.0517
561,1499,562,3,6,1,0,1,0,1,0,0,6,0.0517
562,1514,328,1,1,-1,0,0,1,0,1,0,6,0.5517
563,1514,328,2,2,-1,1,0,0,0,0,1,6.5,0.5517
564,1514,328,3,3,-1,0,1,0,1,0,0, ,0.5517
565,1514,133,1,4,1,0,0,1,0,1,0,4.5,0.5517
566,1514,133,2,5,1,1,0,0,0,0,1,5.5,0.5517
567,1514,133,3,6,1,0,1,0,1,0,0, ,0.5517
568,1519,247,1,1,-1,0,0,1,0,1,0,5.5,-0.6983
569,1519,247,2,2,-1,1,0,0,0,0,1,7,-0.6983
570,1519,247,3,3,-1,0,1,0,1,0,0, ,-0.6983
571,1519,513,1,4,1,0,0,1,0,1,0,6,0.5517
572,1519,513,2,5,1,1,0,0,0,0,1,7,0.5517
573,1519,513,3,6,1,0,1,0,1,0,0, ,0.5517
574,1521,228,1,1,-1,0,0,1,0,1,0,5.5,0.5517
575,1521,228,2,2,-1,1,0,0,0,0,1,5.5,0.5517
576,1521,228,3,3,-1,0,1,0,1,0,0, ,0.5517
577,1521,84,1,4,1,0,0,1,0,1,0,4.5,-0.1983
578,1521,84,2,5,1,1,0,0,0,0,1,6.5,-0.1983
579,1521,84,3,6,1,0,1,0,1,0,0, ,-0.1983
580,1525,425,1,1,-1,0,0,1,0,1,0,4.5,-0.1983
581,1525,425,2,2,-1,1,0,0,0,0,1,6.5,-0.1983
582,1525,425,3,3,-1,0,1,0,1,0,0, ,-0.1983
583,1525,715,1,4,1,0,0,1,0,1,0,4.5,0.0517
584,1525,715,2,5,1,1,0,0,0,0,1,6,0.0517
585,1525,715,3,6,1,0,1,0,1,0,0, ,0.0517
586,1532,395,1,1,-1,0,0,1,0,1,0,6,-1.1983
587,1532,395,2,2,-1,1,0,0,0,0,1,6,-1.1983
588,1532,395,3,3,-1,0,1,0,1,0,0,6,-1.1983
589,1532,119,1,4,1,0,0,1,0,1,0,6.5,-0.4483
590,1532,119,2,5,1,1,0,0,0,0,1,7,-0.4483
591,1532,119,3,6,1,0,1,0,1,0,0,6,-0.4483
592,1535,573,1,1,-1,0,0,1,0,1,0,5.5,0.5517
593,1535,573,2,2,-1,1,0,0,0,0,1,5.5,0.5517
594,1535,573,3,3,-1,0,1,0,1,0,0, ,0.5517
595,1535,463,1,4,1,0,0,1,0,1,0,6.5,0.5517
596,1535,463,2,5,1,1,0,0,0,0,1,6.5,0.5517
597,1535,463,3,6,1,0,1,0,1,0,0, ,0.5517
598,1558,684,1,1,-1,0,0,1,0,1,0,5.5,0.0517
599,1558,684,2,2,-1,1,0,0,0,0,1,5.5,0.0517
600,1558,684,3,3,-1,0,1,0,1,0,0, ,0.0517
601,1558,712,1,4,1,0,0,1,0,1,0,5.5,-0.4483
602,1558,712,2,5,1,1,0,0,0,0,1,6,-0.4483
603,1558,712,3,6,1,0,1,0,1,0,0, ,-0.4483
604,1568,773,1,1,-1,0,0,1,0,1,0,5,-0.4483
605,1568,773,2,2,-1,1,0,0,0,0,1,5,-0.4483
606,1568,773,3,3,-1,0,1,0,1,0,0,5.5,-0.4483
607,1568,694,1,4,1,0,0,1,0,1,0,7,0.5517
608,1568,694,2,5,1,1,0,0,0,0,1,7,0.5517
609,1568,694,3,6,1,0,1,0,1,0,0,7,0.5517
610,1582,11,1,1,-1,0,0,1,0,1,0,6.5,0.3017
611,1582,11,2,2,-1,1,0,0,0,0,1,6,0.3017
612,1582,11,3,3,-1,0,1,0,1,0,0, ,0.3017
613,1582,925,1,4,1,0,0,1,0,1,0,4,-0.4483
614,1582,925,2,5,1,1,0,0,0,0,1,5.5,-0.4483
615,1582,925,3,6,1,0,1,0,1,0,0, ,-0.4483
616,1592,670,1,1,-1,0,0,1,0,1,0,6,-0.4483
617,1592,670,2,2,-1,1,0,0,0,0,1,6,-0.4483
618,1592,670,3,3,-1,0,1,0,1,0,0, ,-0.4483
619,1592,264,1,4,1,0,0,1,0,1,0,5.5,0.218366667
620,1592,264,2,5,1,1,0,0,0,0,1, ,0.218366667
621,1592,264,3,6,1,0,1,0,1,0,0, ,0.218366667
622,1623,553,1,1,-1,0,0,1,0,1,0,5,-0.4483
623,1623,553,2,2,-1,1,0,0,0,0,1,4,-0.4483
624,1623,553,3,3,-1,0,1,0,1,0,0, ,-0.4483
625,1623,375,1,4,1,0,0,1,0,1,0,5,-1.1983
626,1623,375,2,5,1,1,0,0,0,0,1,6,-1.1983
627,1623,375,3,6,1,0,1,0,1,0,0, ,-1.1983
628,1647,521,1,1,-1,0,0,1,0,1,0,3.5,0.0517
629,1647,521,2,2,-1,1,0,0,0,0,1,7,0.0517
630,1647,521,3,3,-1,0,1,0,1,0,0,5,0.0517
631,1647,22,1,4,1,0,0,1,0,1,0,4.5,0.5517
632,1647,22,2,5,1,1,0,0,0,0,1, ,0.5517
633,1647,22,3,6,1,0,1,0,1,0,0, ,0.5517
634,1662,525,1,1,-1,0,0,1,0,1,0,3.5,0.3017
635,1662,525,2,2,-1,1,0,0,0,0,1,5.5,0.3017
636,1662,525,3,3,-1,0,1,0,1,0,0, ,0.3017
637,1662,135,1,4,1,0,0,1,0,1,0,5,0.5517
638,1662,135,2,5,1,1,0,0,0,0,1,6,0.5517
639,1662,135,3,6,1,0,1,0,1,0,0, ,0.5517
640,1663,555,1,1,-1,0,0,1,0,1,0,5,0.5517
641,1663,555,2,2,-1,1,0,0,0,0,1,6,0.5517
642,1663,555,3,3,-1,0,1,0,1,0,0, ,0.5517
643,1663,801,1,4,1,0,0,1,0,1,0,6.5,0.5517
644,1663,801,2,5,1,1,0,0,0,0,1,6.5,0.5517
645,1663,801,3,6,1,0,1,0,1,0,0, ,0.5517
646,1677,590,1,1,-1,0,0,1,0,1,0,4.5,0.0517
647,1677,590,2,2,-1,1,0,0,0,0,1,5,0.0517
648,1677,590,3,3,-1,0,1,0,1,0,0, ,0.0517
649,1677,830,1,4,1,0,0,1,0,1,0,6,0.5517
650,1677,830,2,5,1,1,0,0,0,0,1,7,0.5517
651,1677,830,3,6,1,0,1,0,1,0,0, ,0.5517
652,1679,219,1,1,-1,0,0,1,0,1,0,6,-0.4483
653,1679,219,2,2,-1,1,0,0,0,0,1,6.5,-0.4483
654,1679,219,3,3,-1,0,1,0,1,0,0, ,-0.4483
655,1679,332,1,4,1,0,0,1,0,1,0,6.5,0.5517
656,1679,332,2,5,1,1,0,0,0,0,1,7,0.5517
657,1679,332,3,6,1,0,1,0,1,0,0, ,0.5517
658,1686,933,1,1,-1,0,0,1,0,1,0,5.5,0.5517
659,1686,933,2,2,-1,1,0,0,0,0,1,5.5,0.5517
660,1686,933,3,3,-1,0,1,0,1,0,0, ,0.5517
661,1686,308,1,4,1,0,0,1,0,1,0,5.5,0.5517
662,1686,308,2,5,1,1,0,0,0,0,1,6,0.5517
663,1686,308,3,6,1,0,1,0,1,0,0,6,0.5517
664,1700,238,1,1,-1,0,0,1,0,1,0,6.5,-0.4483
665,1700,238,2,2,-1,1,0,0,0,0,1,5,-0.4483
666,1700,238,3,3,-1,0,1,0,1,0,0, ,-0.4483
667,1700,737,1,4,1,0,0,1,0,1,0,6,0.5517
668,1700,737,2,5,1,1,0,0,0,0,1,6,0.5517
669,1700,737,3,6,1,0,1,0,1,0,0, ,0.5517
670,1709,313,1,1,-1,0,0,1,0,1,0,6,0.5517
671,1709,313,2,2,-1,1,0,0,0,0,1,6,0.5517
672,1709,313,3,3,-1,0,1,0,1,0,0,6,0.5517
673,1709,71,1,4,1,0,0,1,0,1,0,5.5,-1.781633333
674,1709,71,2,5,1,1,0,0,0,0,1,6.5,-1.781633333
675,1709,71,3,6,1,0,1,0,1,0,0,6,-1.781633333
676,1718,537,1,1,-1,0,0,1,0,1,0,5.5,0.5517
677,1718,537,2,2,-1,1,0,0,0,0,1,6.5,0.5517
678,1718,537,3,3,-1,0,1,0,1,0,0,6.5,0.5517
679,1718,370,1,4,1,0,0,1,0,1,0,7,0.5517
680,1718,370,2,5,1,1,0,0,0,0,1,7,0.5517
681,1718,370,3,6,1,0,1,0,1,0,0, ,0.5517
682,1729,873,1,1,-1,0,0,1,0,1,0,6,0.5517
683,1729,873,2,2,-1,1,0,0,0,0,1,7,0.5517
684,1729,873,3,3,-1,0,1,0,1,0,0, ,0.5517
685,1738,390,1,1,-1,0,0,1,0,1,0,6,0.3017
686,1738,390,2,2,-1,1,0,0,0,0,1,6,0.3017
687,1738,390,3,3,-1,0,1,0,1,0,0,6,0.3017
688,1738,640,1,4,1,0,0,1,0,1,0,4.5,-0.9483
689,1738,640,2,5,1,1,0,0,0,0,1,5,-0.9483
690,1738,640,3,6,1,0,1,0,1,0,0,5,-0.9483
691,1755,305,1,1,-1,0,0,1,0,1,0,6,-0.4483
692,1755,305,2,2,-1,1,0,0,0,0,1,4,-0.4483
693,1755,305,3,3,-1,0,1,0,1,0,0,6,-0.4483
694,1755,468,1,4,1,0,0,1,0,1,0,5.5,-0.1983
695,1755,468,2,5,1,1,0,0,0,0,1,6,-0.1983
696,1755,468,3,6,1,0,1,0,1,0,0,5.5,-0.1983
697,1770,680,1,1,-1,0,0,1,0,1,0,4,0.5517
698,1770,680,2,2,-1,1,0,0,0,0,1,6.5,0.5517
699,1770,680,3,3,-1,0,1,0,1,0,0, ,0.5517
700,1770,635,1,4,1,0,0,1,0,1,0,6,-0.4483
701,1770,635,2,5,1,1,0,0,0,0,1,6,-0.4483
702,1770,635,3,6,1,0,1,0,1,0,0, ,-0.4483
703,1772,402,1,1,-1,0,0,1,0,1,0,6,0.3017
704,1772,402,2,2,-1,1,0,0,0,0,1,5.5,0.3017
705,1772,402,3,3,-1,0,1,0,1,0,0, ,0.3017
706,1772,479,1,4,1,0,0,1,0,1,0,3,-0.4483
707,1772,479,2,5,1,1,0,0,0,0,1,6,-0.4483
708,1772,479,3,6,1,0,1,0,1,0,0, ,-0.4483
709,1776,804,1,1,-1,0,0,1,0,1,0,5,0.3017
710,1776,804,2,2,-1,1,0,0,0,0,1,6.5,0.3017
711,1776,804,3,3,-1,0,1,0,1,0,0, ,0.3017
712,1776,711,1,4,1,0,0,1,0,1,0,5,0.0517
713,1776,711,2,5,1,1,0,0,0,0,1,5.5,0.0517
714,1776,711,3,6,1,0,1,0,1,0,0, ,0.0517
715,1781,903,1,1,-1,0,0,1,0,1,0,6,0.5517
716,1781,903,2,2,-1,1,0,0,0,0,1,7,0.5517
717,1781,903,3,3,-1,0,1,0,1,0,0, ,0.5517
718,1781,437,1,4,1,0,0,1,0,1,0,5,-0.1983
719,1781,437,2,5,1,1,0,0,0,0,1,6.5,-0.1983
720,1781,437,3,6,1,0,1,0,1,0,0, ,-0.1983
721,1788,496,1,1,-1,0,0,1,0,1,0,6,-0.1983
722,1788,496,2,2,-1,1,0,0,0,0,1,6,-0.1983
723,1788,496,3,3,-1,0,1,0,1,0,0, ,-0.1983
724,1788,736,1,4,1,0,0,1,0,1,0,5.5,0.3017
725,1788,736,2,5,1,1,0,0,0,0,1,6,0.3017
726,1788,736,3,6,1,0,1,0,1,0,0, ,0.3017
727,1790,194,1,1,-1,0,0,1,0,1,0,5.5,-0.4483
728,1790,194,2,2,-1,1,0,0,0,0,1,6,-0.4483
729,1790,194,3,3,-1,0,1,0,1,0,0,6,-0.4483
730,1790,776,1,4,1,0,0,1,0,1,0,4,-0.9483
731,1790,776,2,5,1,1,0,0,0,0,1,4.5,-0.9483
732,1790,776,3,6,1,0,1,0,1,0,0,4.5,-0.9483
733,1796,687,1,1,-1,0,0,1,0,1,0,3.5,-0.1983
734,1796,687,2,2,-1,1,0,0,0,0,1,3.5,-0.1983
735,1796,687,3,3,-1,0,1,0,1,0,0, ,-0.1983
736,1796,727,1,4,1,0,0,1,0,1,0,6,0.5517
737,1796,727,2,5,1,1,0,0,0,0,1,7,0.5517
738,1796,727,3,6,1,0,1,0,1,0,0, ,0.5517
739,1798,16,1,1,-1,0,0,1,0,1,0,5,-0.1983
740,1798,16,2,2,-1,1,0,0,0,0,1,6,-0.1983
741,1798,16,3,3,-1,0,1,0,1,0,0,6.5,-0.1983
742,1798,692,1,4,1,0,0,1,0,1,0,6,-0.4483
743,1798,692,2,5,1,1,0,0,0,0,1,4,-0.4483
744,1798,692,3,6,1,0,1,0,1,0,0, ,-0.4483
745,1817,207,1,1,-1,0,0,1,0,1,0,3.5,0.3017
746,1817,207,2,2,-1,1,0,0,0,0,1,4.5,0.3017
747,1817,207,3,3,-1,0,1,0,1,0,0, ,0.3017
748,1817,256,1,4,1,0,0,1,0,1,0,5,0.5517
749,1817,256,2,5,1,1,0,0,0,0,1,4,0.5517
750,1817,256,3,6,1,0,1,0,1,0,0, ,0.5517
751,1835,448,1,1,-1,0,0,1,0,1,0,5.5,0.5517
752,1835,448,2,2,-1,1,0,0,0,0,1,6,0.5517
753,1835,448,3,3,-1,0,1,0,1,0,0, ,0.5517
754,1835,4,1,4,1,0,0,1,0,1,0,7,0.3017
755,1835,4,2,5,1,1,0,0,0,0,1,6,0.3017
756,1835,4,3,6,1,0,1,0,1,0,0, ,0.3017
757,1844,531,1,1,-1,0,0,1,0,1,0,7,-3.1983
758,1844,531,2,2,-1,1,0,0,0,0,1,6,-3.1983
759,1844,531,3,3,-1,0,1,0,1,0,0, ,-3.1983
760,1844,800,1,4,1,0,0,1,0,1,0,5.5,0.0517
761,1844,800,2,5,1,1,0,0,0,0,1,6,0.0517
762,1844,800,3,6,1,0,1,0,1,0,0, ,0.0517
763,1859,603,1,1,-1,0,0,1,0,1,0,5.5,0.5517
764,1859,603,2,2,-1,1,0,0,0,0,1, ,0.5517
765,1859,603,3,3,-1,0,1,0,1,0,0, ,0.5517
766,1859,858,1,4,1,0,0,1,0,1,0,7,0.5517
767,1859,858,2,5,1,1,0,0,0,0,1, ,0.5517
768,1859,858,3,6,1,0,1,0,1,0,0, ,0.5517
769,1894,704,1,1,-1,0,0,1,0,1,0,6.5,-0.1983
770,1894,704,2,2,-1,1,0,0,0,0,1,6.5,-0.1983
771,1894,704,3,3,-1,0,1,0,1,0,0, ,-0.1983
772,1894,749,1,4,1,0,0,1,0,1,0,6.5,0.5517
773,1894,749,2,5,1,1,0,0,0,0,1,7,0.5517
774,1894,749,3,6,1,0,1,0,1,0,0, ,0.5517
775,1908,561,1,1,-1,0,0,1,0,1,0,6,0.5517
776,1908,561,2,2,-1,1,0,0,0,0,1,6.5,0.5517
777,1908,561,3,3,-1,0,1,0,1,0,0, ,0.5517
778,1908,599,1,4,1,0,0,1,0,1,0,5.5,-0.4483
779,1908,599,2,5,1,1,0,0,0,0,1, ,-0.4483
780,1908,599,3,6,1,0,1,0,1,0,0, ,-0.4483
781,1927,88,1,1,-1,0,0,1,0,1,0,5,0.5517
782,1927,88,2,2,-1,1,0,0,0,0,1,4,0.5517
783,1927,88,3,3,-1,0,1,0,1,0,0, ,0.5517
784,1947,919,1,1,-1,0,0,1,0,1,0,6.5,0.5517
785,1947,919,2,2,-1,1,0,0,0,0,1,7,0.5517
786,1947,919,3,3,-1,0,1,0,1,0,0, ,0.5517
787,1947,491,1,4,1,0,0,1,0,1,0,3,0.5517
788,1947,491,2,5,1,1,0,0,0,0,1,5.5,0.5517
789,1947,491,3,6,1,0,1,0,1,0,0, ,0.5517
790,1952,148,1,1,-1,0,0,1,0,1,0,6,0.5517
791,1952,148,2,2,-1,1,0,0,0,0,1,6.5,0.5517
792,1952,148,3,3,-1,0,1,0,1,0,0, ,0.5517
793,1952,99,1,4,1,0,0,1,0,1,0,6,0.5517
794,1952,99,2,5,1,1,0,0,0,0,1,7,0.5517
795,1952,99,3,6,1,0,1,0,1,0,0, ,0.5517
796,1956,204,1,1,-1,0,0,1,0,1,0,5,0.5517
797,1956,204,2,2,-1,1,0,0,0,0,1,5,0.5517
798,1956,204,3,3,-1,0,1,0,1,0,0, ,0.5517
799,1956,255,1,4,1,0,0,1,0,1,0,6,-0.4483
800,1956,255,2,5,1,1,0,0,0,0,1,6,-0.4483
801,1956,255,3,6,1,0,1,0,1,0,0, ,-0.4483
802,1961,483,1,1,-1,0,0,1,0,1,0,6.5,-0.1983
803,1961,483,2,2,-1,1,0,0,0,0,1,5.5,-0.1983
804,1961,483,3,3,-1,0,1,0,1,0,0, ,-0.1983
805,1961,907,1,4,1,0,0,1,0,1,0,6,-0.4483
806,1961,907,2,5,1,1,0,0,0,0,1,6,-0.4483
807,1961,907,3,6,1,0,1,0,1,0,0, ,-0.4483
808,1978,292,1,1,-1,0,0,1,0,1,0,4,0.5517
809,1978,292,2,2,-1,1,0,0,0,0,1,3.5,0.5517
810,1978,292,3,3,-1,0,1,0,1,0,0,7,0.5517
811,1978,488,1,4,1,0,0,1,0,1,0,5.5,0.5517
812,1978,488,2,5,1,1,0,0,0,0,1,5,0.5517
813,1978,488,3,6,1,0,1,0,1,0,0,4.5,0.5517
814,1992,796,1,1,-1,0,0,1,0,1,0,5,0.5517
815,1992,796,2,2,-1,1,0,0,0,0,1, ,0.5517
816,1992,796,3,3,-1,0,1,0,1,0,0, ,0.5517
817,1992,17,1,4,1,0,0,1,0,1,0,6,0.218366667
818,1992,17,2,5,1,1,0,0,0,0,1,6,0.218366667
819,1992,17,3,6,1,0,1,0,1,0,0, ,0.218366667
820,2023,380,1,1,-1,0,0,1,0,1,0,6.5,0.0517
821,2023,380,2,2,-1,1,0,0,0,0,1,6,0.0517
822,2023,380,3,3,-1,0,1,0,1,0,0, ,0.0517
