num,dyad,id,time,RM,party,timecontrast1_pre_post,timecontrast2_pre_followup,timecontrast3_post_pre,timecontrast4_post_followup,timecontrast5_followup_pre,timecontrast6_followup_post,IH,affiliation_C
1230,3055,469,3,3,-1,0,1,0,1,0,0, ,0.5517
1231,3055,100,1,4,1,0,0,1,0,1,0,6,-0.1983
1232,3055,100,2,5,1,1,0,0,0,0,1,6.5,-0.1983
1233,3055,100,3,6,1,0,1,0,1,0,0, ,-0.1983
1234,3069,769,1,1,-1,0,0,1,0,1,0,6,0.5517
1235,3069,769,2,2,-1,1,0,0,0,0,1,5,0.5517
1236,3069,769,3,3,-1,0,1,0,1,0,0, ,0.5517
1237,3069,604,1,4,1,0,0,1,0,1,0,6,0.0517
1238,3069,604,2,5,1,1,0,0,0,0,1,6,0.0517
1239,3069,604,3,6,1,0,1,0,1,0,0, ,0.0517
1240,3104,77,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1241,3104,77,2,2,-1,1,0,0,0,0,1,7,0.5517
1242,3104,77,3,3,-1,0,1,0,1,0,0,7,0.5517
1243,3104,225,1,4,1,0,0,1,0,1,0,6,0.5517
1244,3104,225,2,5,1,1,0,0,0,0,1,3.5,0.5517
1245,3104,225,3,6,1,0,1,0,1,0,0,6,0.5517
1246,3120,683,1,1,-1,0,0,1,0,1,0,5,0.3017
1247,3120,683,2,2,-1,1,0,0,0,0,1,5.5,0.3017
1248,3120,683,3,3,-1,0,1,0,1,0,0, ,0.3017
1249,3120,921,1,4,1,0,0,1,0,1,0,3.5,0.3017
1250,3120,921,2,5,1,1,0,0,0,0,1,7,0.3017
1251,3120,921,3,6,1,0,1,0,1,0,0, ,0.3017
1252,3124,745,1,1,-1,0,0,1,0,1,0,6,-1.1983
1253,3124,745,2,2,-1,1,0,0,0,0,1,6,-1.1983
1254,3124,745,3,3,-1,0,1,0,1,0,0,7,-1.1983
1255,3124,452,1,4,1,0,0,1,0,1,0,3.5,0.5517
1256,3124,452,2,5,1,1,0,0,0,0,1,5.5,0.5517
1257,3124,452,3,6,1,0,1,0,1,0,0, ,0.5517
1258,3129,570,1,4,1,0,0,1,0,1,0,6,-1.4483
1259,3129,570,2,5,1,1,0,0,0,0,1, ,-1.4483
1260,3129,570,3,6,1,0,1,0,1,0,0, ,-1.4483
1261,3138,146,1,1,-1,0,0,1,0,1,0,4.5,0.5517
1262,3138,146,2,2,-1,1,0,0,0,0,1,6,0.5517
1263,3138,146,3,3,-1,0,1,0,1,0,0,6,0.5517
1264,3138,130,1,4,1,0,0,1,0,1,0,4,-0.4483
1265,3138,130,2,5,1,1,0,0,0,0,1,4.5,-0.4483
1266,3138,130,3,6,1,0,1,0,1,0,0,4,-0.4483
1267,3140,566,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1268,3140,566,2,2,-1,1,0,0,0,0,1,7,0.5517
1269,3140,566,3,3,-1,0,1,0,1,0,0,6.5,0.5517
1270,3140,460,1,4,1,0,0,1,0,1,0,3,0.5517
1271,3140,460,2,5,1,1,0,0,0,0,1,6,0.5517
1272,3140,460,3,6,1,0,1,0,1,0,0, ,0.5517
1273,3141,543,1,1,-1,0,0,1,0,1,0,6.5,0.3017
1274,3141,543,2,2,-1,1,0,0,0,0,1,6.5,0.3017
1275,3141,543,3,3,-1,0,1,0,1,0,0, ,0.3017
1276,3141,159,1,4,1,0,0,1,0,1,0,4,-0.1983
1277,3141,159,2,5,1,1,0,0,0,0,1,5,-0.1983
1278,3141,159,3,6,1,0,1,0,1,0,0, ,-0.1983
1279,3164,288,1,1,-1,0,0,1,0,1,0,5,-0.4483
1280,3164,288,2,2,-1,1,0,0,0,0,1, ,-0.4483
1281,3164,288,3,3,-1,0,1,0,1,0,0, ,-0.4483
1282,3164,854,1,4,1,0,0,1,0,1,0,5,0.5517
1283,3164,854,2,5,1,1,0,0,0,0,1, ,0.5517
1284,3164,854,3,6,1,0,1,0,1,0,0, ,0.5517
1285,3169,937,1,1,-1,0,0,1,0,1,0,6.5,-0.1983
1286,3169,937,2,2,-1,1,0,0,0,0,1,6,-0.1983
1287,3169,937,3,3,-1,0,1,0,1,0,0, ,-0.1983
1288,3169,646,1,4,1,0,0,1,0,1,0,4.5,-0.4483
1289,3169,646,2,5,1,1,0,0,0,0,1,6,-0.4483
1290,3169,646,3,6,1,0,1,0,1,0,0, ,-0.4483
1291,3181,140,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1292,3181,140,2,2,-1,1,0,0,0,0,1,4.5,0.5517
1293,3181,140,3,3,-1,0,1,0,1,0,0,5,0.5517
1294,3181,98,1,4,1,0,0,1,0,1,0,6,-0.6983
1295,3181,98,2,5,1,1,0,0,0,0,1,6,-0.6983
1296,3181,98,3,6,1,0,1,0,1,0,0,6.5,-0.6983
1297,3208,780,1,1,-1,0,0,1,0,1,0,4,0.5517
1298,3208,780,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1299,3208,780,3,3,-1,0,1,0,1,0,0, ,0.5517
1300,3208,28,1,4,1,0,0,1,0,1,0,4,0.5517
1301,3208,28,2,5,1,1,0,0,0,0,1,7,0.5517
1302,3208,28,3,6,1,0,1,0,1,0,0, ,0.5517
1303,3219,18,1,1,-1,0,0,1,0,1,0,5,0.5517
1304,3219,18,2,2,-1,1,0,0,0,0,1,6,0.5517
1305,3219,18,3,3,-1,0,1,0,1,0,0,5,0.5517
1306,3219,234,1,4,1,0,0,1,0,1,0,3,0.3017
1307,3219,234,2,5,1,1,0,0,0,0,1,6,0.3017
1308,3219,234,3,6,1,0,1,0,1,0,0, ,0.3017
1309,3272,113,1,1,-1,0,0,1,0,1,0,7,-0.4483
1310,3272,113,2,2,-1,1,0,0,0,0,1,6.5,-0.4483
1311,3272,113,3,3,-1,0,1,0,1,0,0, ,-0.4483
1312,3272,893,1,4,1,0,0,1,0,1,0,4,-0.4483
1313,3272,893,2,5,1,1,0,0,0,0,1,4,-0.4483
1314,3272,893,3,6,1,0,1,0,1,0,0, ,-0.4483
1315,3276,775,1,1,-1,0,0,1,0,1,0,5,0.218366667
1316,3276,775,2,2,-1,1,0,0,0,0,1,7,0.218366667
1317,3276,775,3,3,-1,0,1,0,1,0,0, ,0.218366667
1318,3276,815,1,4,1,0,0,1,0,1,0,5.5,0.5517
1319,3276,815,2,5,1,1,0,0,0,0,1,7,0.5517
1320,3276,815,3,6,1,0,1,0,1,0,0, ,0.5517
1321,3278,519,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1322,3278,519,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1323,3278,519,3,3,-1,0,1,0,1,0,0, ,0.5517
1324,3278,172,1,4,1,0,0,1,0,1,0,6.5,0.5517
1325,3278,172,2,5,1,1,0,0,0,0,1,6,0.5517
1326,3278,172,3,6,1,0,1,0,1,0,0, ,0.5517
1327,3291,884,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1328,3291,884,2,2,-1,1,0,0,0,0,1,4.5,0.5517
1329,3291,884,3,3,-1,0,1,0,1,0,0,4,0.5517
1330,3291,825,1,4,1,0,0,1,0,1,0,6.5,0.3017
1331,3291,825,2,5,1,1,0,0,0,0,1,6.5,0.3017
1332,3291,825,3,6,1,0,1,0,1,0,0,6.5,0.3017
1333,3299,285,1,1,-1,0,0,1,0,1,0,4,0.3017
1334,3299,285,2,2,-1,1,0,0,0,0,1,3,0.3017
1335,3299,285,3,3,-1,0,1,0,1,0,0, ,0.3017
1336,3299,476,1,4,1,0,0,1,0,1,0,5,-2.4483
1337,3299,476,2,5,1,1,0,0,0,0,1,5.5,-2.4483
1338,3299,476,3,6,1,0,1,0,1,0,0, ,-2.4483
1339,3301,330,1,1,-1,0,0,1,0,1,0,7,0.3017
1340,3301,330,2,2,-1,1,0,0,0,0,1,6.5,0.3017
1341,3301,330,3,3,-1,0,1,0,1,0,0, ,0.3017
1342,3301,162,1,4,1,0,0,1,0,1,0,7,-0.4483
1343,3301,162,2,5,1,1,0,0,0,0,1,3.5,-0.4483
1344,3301,162,3,6,1,0,1,0,1,0,0, ,-0.4483
1345,3306,714,1,1,-1,0,0,1,0,1,0,4,0.3017
1346,3306,714,2,2,-1,1,0,0,0,0,1,5.5,0.3017
1347,3306,714,3,3,-1,0,1,0,1,0,0, ,0.3017
1348,3306,297,1,4,1,0,0,1,0,1,0,4,0.218366667
1349,3306,297,2,5,1,1,0,0,0,0,1,5.5,0.218366667
1350,3306,297,3,6,1,0,1,0,1,0,0,5,0.218366667
1351,3338,665,1,1,-1,0,0,1,0,1,0,6.5,0.3017
1352,3338,665,2,2,-1,1,0,0,0,0,1,6,0.3017
1353,3338,665,3,3,-1,0,1,0,1,0,0, ,0.3017
1354,3338,326,1,4,1,0,0,1,0,1,0,6,0.5517
1355,3338,326,2,5,1,1,0,0,0,0,1,6,0.5517
1356,3338,326,3,6,1,0,1,0,1,0,0, ,0.5517
1357,3354,443,1,1,-1,0,0,1,0,1,0,5.5,0.0517
1358,3354,443,2,2,-1,1,0,0,0,0,1,6,0.0517
1359,3354,443,3,3,-1,0,1,0,1,0,0, ,0.0517
1360,3354,312,1,4,1,0,0,1,0,1,0,6,-0.9483
1361,3354,312,2,5,1,1,0,0,0,0,1,6.5,-0.9483
1362,3354,312,3,6,1,0,1,0,1,0,0, ,-0.9483
1363,3369,275,1,1,-1,0,0,1,0,1,0,5.5,-0.6983
1364,3369,275,2,2,-1,1,0,0,0,0,1,4.5,-0.6983
1365,3369,275,3,3,-1,0,1,0,1,0,0, ,-0.6983
1366,3369,653,1,4,1,0,0,1,0,1,0,6,-0.4483
1367,3369,653,2,5,1,1,0,0,0,0,1,6,-0.4483
1368,3369,653,3,6,1,0,1,0,1,0,0, ,-0.4483
1369,3375,690,1,1,-1,0,0,1,0,1,0,7,0.3017
1370,3375,690,2,2,-1,1,0,0,0,0,1,7,0.3017
1371,3375,690,3,3,-1,0,1,0,1,0,0,7,0.3017
1372,3375,538,1,4,1,0,0,1,0,1,0,5.5,-0.4483
1373,3375,538,2,5,1,1,0,0,0,0,1,5.5,-0.4483
1374,3375,538,3,6,1,0,1,0,1,0,0,6,-0.4483
1375,3382,243,1,1,-1,0,0,1,0,1,0,5.5,0.3017
1376,3382,243,2,2,-1,1,0,0,0,0,1,6,0.3017
1377,3382,243,3,3,-1,0,1,0,1,0,0,6,0.3017
1378,3382,367,1,4,1,0,0,1,0,1,0,6,0.5517
1379,3382,367,2,5,1,1,0,0,0,0,1,6,0.5517
1380,3382,367,3,6,1,0,1,0,1,0,0,6,0.5517
1381,3409,20,1,1,-1,0,0,1,0,1,0,6,-0.6983
1382,3409,20,2,2,-1,1,0,0,0,0,1,6,-0.6983
1383,3409,20,3,3,-1,0,1,0,1,0,0, ,-0.6983
1384,3409,718,1,4,1,0,0,1,0,1,0,6,-0.4483
1385,3409,718,2,5,1,1,0,0,0,0,1,5,-0.4483
1386,3409,718,3,6,1,0,1,0,1,0,0, ,-0.4483
1387,3410,134,1,1,-1,0,0,1,0,1,0,6,0.0517
1388,3410,134,2,2,-1,1,0,0,0,0,1,7,0.0517
1389,3410,134,3,3,-1,0,1,0,1,0,0, ,0.0517
1390,3410,139,1,4,1,0,0,1,0,1,0,7,-0.4483
1391,3410,139,2,5,1,1,0,0,0,0,1,7,-0.4483
1392,3410,139,3,6,1,0,1,0,1,0,0, ,-0.4483
1393,3414,216,1,1,-1,0,0,1,0,1,0,5,0.3017
1394,3414,216,2,2,-1,1,0,0,0,0,1,6,0.3017
1395,3414,216,3,3,-1,0,1,0,1,0,0, ,0.3017
1396,3414,890,1,4,1,0,0,1,0,1,0,5,-0.4483
1397,3414,890,2,5,1,1,0,0,0,0,1,5.5,-0.4483
1398,3414,890,3,6,1,0,1,0,1,0,0, ,-0.4483
1399,3437,936,1,1,-1,0,0,1,0,1,0,5.5,-0.4483
1400,3437,936,2,2,-1,1,0,0,0,0,1,4,-0.4483
1401,3437,936,3,3,-1,0,1,0,1,0,0, ,-0.4483
1402,3437,267,1,4,1,0,0,1,0,1,0,6,0.5517
1403,3437,267,2,5,1,1,0,0,0,0,1,7,0.5517
1404,3437,267,3,6,1,0,1,0,1,0,0, ,0.5517
1405,3439,208,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1406,3439,208,2,2,-1,1,0,0,0,0,1, ,0.5517
1407,3439,208,3,3,-1,0,1,0,1,0,0, ,0.5517
1408,3439,446,1,4,1,0,0,1,0,1,0,5.5,-0.9483
1409,3439,446,2,5,1,1,0,0,0,0,1, ,-0.9483
1410,3439,446,3,6,1,0,1,0,1,0,0, ,-0.9483
1411,3446,688,1,1,-1,0,0,1,0,1,0,5.5,-0.4483
1412,3446,688,2,2,-1,1,0,0,0,0,1, ,-0.4483
1413,3446,688,3,3,-1,0,1,0,1,0,0, ,-0.4483
1414,3446,369,1,4,1,0,0,1,0,1,0,6.5,0.5517
1415,3446,369,2,5,1,1,0,0,0,0,1, ,0.5517
1416,3446,369,3,6,1,0,1,0,1,0,0, ,0.5517
1417,3457,115,1,1,-1,0,0,1,0,1,0,4.5,0.3017
1418,3457,115,2,2,-1,1,0,0,0,0,1,6.5,0.3017
1419,3457,115,3,3,-1,0,1,0,1,0,0, ,0.3017
1420,3457,87,1,4,1,0,0,1,0,1,0,6.5,0.5517
1421,3457,87,2,5,1,1,0,0,0,0,1,6,0.5517
1422,3457,87,3,6,1,0,1,0,1,0,0, ,0.5517
1423,3479,557,1,1,-1,0,0,1,0,1,0,6,0.0517
1424,3479,557,2,2,-1,1,0,0,0,0,1,6,0.0517
1425,3479,557,3,3,-1,0,1,0,1,0,0, ,0.0517
1426,3479,871,1,4,1,0,0,1,0,1,0,4,0.5517
1427,3479,871,2,5,1,1,0,0,0,0,1,6,0.5517
1428,3479,871,3,6,1,0,1,0,1,0,0, ,0.5517
1429,3484,154,1,1,-1,0,0,1,0,1,0,4,0.5517
1430,3484,154,2,2,-1,1,0,0,0,0,1, ,0.5517
1431,3484,154,3,3,-1,0,1,0,1,0,0, ,0.5517
1432,3484,188,1,4,1,0,0,1,0,1,0,6,-0.9483
1433,3484,188,2,5,1,1,0,0,0,0,1, ,-0.9483
1434,3484,188,3,6,1,0,1,0,1,0,0, ,-0.9483
1435,3505,644,1,1,-1,0,0,1,0,1,0,4,0.5517
1436,3505,644,2,2,-1,1,0,0,0,0,1,6,0.5517
1437,3505,644,3,3,-1,0,1,0,1,0,0, ,0.5517
1438,3505,477,1,4,1,0,0,1,0,1,0,5,-0.1983
1439,3505,477,2,5,1,1,0,0,0,0,1,5,-0.1983
1440,3505,477,3,6,1,0,1,0,1,0,0,6,-0.1983
1441,3506,10,1,1,-1,0,0,1,0,1,0,4,0.5517
1442,3506,10,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1443,3506,10,3,3,-1,0,1,0,1,0,0, ,0.5517
1444,3506,559,1,4,1,0,0,1,0,1,0,6,0.5517
1445,3506,559,2,5,1,1,0,0,0,0,1,7,0.5517
1446,3506,559,3,6,1,0,1,0,1,0,0, ,0.5517
1447,3511,311,1,1,-1,0,0,1,0,1,0,5.5,0.0517
1448,3511,311,2,2,-1,1,0,0,0,0,1,6,0.0517
1449,3511,311,3,3,-1,0,1,0,1,0,0,5.5,0.0517
1450,3511,498,1,4,1,0,0,1,0,1,0,6,0.5517
1451,3511,498,2,5,1,1,0,0,0,0,1,6,0.5517
1452,3511,498,3,6,1,0,1,0,1,0,0,6,0.5517
1453,3540,271,1,1,-1,0,0,1,0,1,0,4,0.5517
1454,3540,271,2,2,-1,1,0,0,0,0,1, ,0.5517
1455,3540,271,3,3,-1,0,1,0,1,0,0, ,0.5517
1456,3540,806,1,4,1,0,0,1,0,1,0,6.5,-0.114966667
1457,3540,806,2,5,1,1,0,0,0,0,1, ,-0.114966667
1458,3540,806,3,6,1,0,1,0,1,0,0, ,-0.114966667
1459,3541,772,1,1,-1,0,0,1,0,1,0,6,-0.4483
1460,3541,772,2,2,-1,1,0,0,0,0,1,7,-0.4483
1461,3541,772,3,3,-1,0,1,0,1,0,0,6,-0.4483
1462,3541,212,1,4,1,0,0,1,0,1,0,2.5,0.5517
1463,3541,212,2,5,1,1,0,0,0,0,1,4.5,0.5517
1464,3541,212,3,6,1,0,1,0,1,0,0,5,0.5517
1465,3570,161,1,1,-1,0,0,1,0,1,0,6,0.5517
1466,3570,161,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1467,3570,161,3,3,-1,0,1,0,1,0,0, ,0.5517
1468,3570,226,1,4,1,0,0,1,0,1,0,6,0.5517
1469,3570,226,2,5,1,1,0,0,0,0,1,5.5,0.5517
1470,3570,226,3,6,1,0,1,0,1,0,0,6.5,0.5517
1471,3573,262,1,1,-1,0,0,1,0,1,0,6,0.5517
1472,3573,262,2,2,-1,1,0,0,0,0,1,7,0.5517
1473,3573,262,3,3,-1,0,1,0,1,0,0, ,0.5517
1474,3573,383,1,4,1,0,0,1,0,1,0,3.5,0.5517
1475,3573,383,2,5,1,1,0,0,0,0,1,4,0.5517
1476,3573,383,3,6,1,0,1,0,1,0,0, ,0.5517
1477,3575,817,1,1,-1,0,0,1,0,1,0,6,-0.4483
1478,3575,817,2,2,-1,1,0,0,0,0,1,6,-0.4483
1479,3575,817,3,3,-1,0,1,0,1,0,0, ,-0.4483
1480,3575,398,1,4,1,0,0,1,0,1,0,4,-0.4483
1481,3575,398,2,5,1,1,0,0,0,0,1,4,-0.4483
1482,3575,398,3,6,1,0,1,0,1,0,0,5,-0.4483
1483,3623,32,1,1,-1,0,0,1,0,1,0,3.5,-0.4483
1484,3623,32,2,2,-1,1,0,0,0,0,1,4,-0.4483
1485,3623,32,3,3,-1,0,1,0,1,0,0, ,-0.4483
1486,3623,414,1,4,1,0,0,1,0,1,0,5.5,0.3017
1487,3623,414,2,5,1,1,0,0,0,0,1,6,0.3017
1488,3623,414,3,6,1,0,1,0,1,0,0,5.5,0.3017
1489,3630,117,1,1,-1,0,0,1,0,1,0,3,0.3017
1490,3630,117,2,2,-1,1,0,0,0,0,1,5.5,0.3017
1491,3630,117,3,3,-1,0,1,0,1,0,0,5.5,0.3017
1492,3630,862,1,4,1,0,0,1,0,1,0,6,0.5517
1493,3630,862,2,5,1,1,0,0,0,0,1,7,0.5517
1494,3630,862,3,6,1,0,1,0,1,0,0,6,0.5517
1495,3645,339,1,1,-1,0,0,1,0,1,0,2.5,0.5517
1496,3645,339,2,2,-1,1,0,0,0,0,1,7,0.5517
1497,3645,339,3,3,-1,0,1,0,1,0,0, ,0.5517
1498,3645,410,1,4,1,0,0,1,0,1,0,5,0.5517
1499,3645,410,2,5,1,1,0,0,0,0,1,6,0.5517
1500,3645,410,3,6,1,0,1,0,1,0,0, ,0.5517
1501,3650,880,1,1,-1,0,0,1,0,1,0,5,0.5517
1502,3650,880,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1503,3650,880,3,3,-1,0,1,0,1,0,0, ,0.5517
1504,3650,295,1,4,1,0,0,1,0,1,0,6,0.5517
1505,3650,295,2,5,1,1,0,0,0,0,1,7,0.5517
1506,3650,295,3,6,1,0,1,0,1,0,0, ,0.5517
1507,3655,268,1,1,-1,0,0,1,0,1,0,3,0.5517
1508,3655,268,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1509,3655,268,3,3,-1,0,1,0,1,0,0, ,0.5517
1510,3655,280,1,4,1,0,0,1,0,1,0,6,0.3017
1511,3655,280,2,5,1,1,0,0,0,0,1, ,0.3017
1512,3655,280,3,6,1,0,1,0,1,0,0, ,0.3017
1513,3681,168,1,1,-1,0,0,1,0,1,0,6,-0.4483
1514,3681,168,2,2,-1,1,0,0,0,0,1,7,-0.4483
1515,3681,168,3,3,-1,0,1,0,1,0,0, ,-0.4483
1516,3681,572,1,4,1,0,0,1,0,1,0,6.5,-1.1983
1517,3681,572,2,5,1,1,0,0,0,0,1,6,-1.1983
1518,3681,572,3,6,1,0,1,0,1,0,0, ,-1.1983
1519,3691,306,1,1,-1,0,0,1,0,1,0,5,0.0517
1520,3691,306,2,2,-1,1,0,0,0,0,1,4,0.0517
1521,3691,306,3,3,-1,0,1,0,1,0,0,5.5,0.0517
1522,3691,935,1,4,1,0,0,1,0,1,0,6,-0.1983
1523,3691,935,2,5,1,1,0,0,0,0,1,6,-0.1983
1524,3691,935,3,6,1,0,1,0,1,0,0,6,-0.1983
1525,3701,659,1,1,-1,0,0,1,0,1,0,4,-1.4483
1526,3701,659,2,2,-1,1,0,0,0,0,1,4.5,-1.4483
1527,3701,659,3,3,-1,0,1,0,1,0,0, ,-1.4483
1528,3701,358,1,4,1,0,0,1,0,1,0,5.5,0.5517
1529,3701,358,2,5,1,1,0,0,0,0,1,6,0.5517
1530,3701,358,3,6,1,0,1,0,1,0,0, ,0.5517
1531,3707,908,1,1,-1,0,0,1,0,1,0,6,0.3017
1532,3707,908,2,2,-1,1,0,0,0,0,1,6,0.3017
1533,3707,908,3,3,-1,0,1,0,1,0,0, ,0.3017
1534,3707,713,1,4,1,0,0,1,0,1,0,5.5,0.3017
1535,3707,713,2,5,1,1,0,0,0,0,1,6,0.3017
1536,3707,713,3,6,1,0,1,0,1,0,0, ,0.3017
1537,3708,638,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1538,3708,638,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1539,3708,638,3,3,-1,0,1,0,1,0,0,5.5,0.5517
1540,3708,60,1,4,1,0,0,1,0,1,0,7,0.5517
1541,3708,60,2,5,1,1,0,0,0,0,1,7,0.5517
1542,3708,60,3,6,1,0,1,0,1,0,0,7,0.5517
1543,3718,911,1,1,-1,0,0,1,0,1,0,4.5,-0.1983
1544,3718,911,2,2,-1,1,0,0,0,0,1,5.5,-0.1983
1545,3718,911,3,3,-1,0,1,0,1,0,0, ,-0.1983
1546,3718,196,1,4,1,0,0,1,0,1,0,4.5,0.0517
1547,3718,196,2,5,1,1,0,0,0,0,1,4.5,0.0517
1548,3718,196,3,6,1,0,1,0,1,0,0, ,0.0517
1549,3736,867,1,1,-1,0,0,1,0,1,0,7,0.5517
1550,3736,867,2,2,-1,1,0,0,0,0,1,7,0.5517
1551,3736,867,3,3,-1,0,1,0,1,0,0, ,0.5517
1552,3736,50,1,4,1,0,0,1,0,1,0,6,-0.4483
1553,3736,50,2,5,1,1,0,0,0,0,1, ,-0.4483
1554,3736,50,3,6,1,0,1,0,1,0,0, ,-0.4483
1555,3776,824,1,1,-1,0,0,1,0,1,0,7,0.0517
1556,3776,824,2,2,-1,1,0,0,0,0,1, ,0.0517
1557,3776,824,3,3,-1,0,1,0,1,0,0, ,0.0517
1558,3776,679,1,4,1,0,0,1,0,1,0,4.5,-0.4483
1559,3776,679,2,5,1,1,0,0,0,0,1,4,-0.4483
1560,3776,679,3,6,1,0,1,0,1,0,0, ,-0.4483
1561,3785,849,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1562,3785,849,2,2,-1,1,0,0,0,0,1,6,0.5517
1563,3785,849,3,3,-1,0,1,0,1,0,0, ,0.5517
1564,3785,526,1,4,1,0,0,1,0,1,0,7,-1.6983
1565,3785,526,2,5,1,1,0,0,0,0,1,7,-1.6983
1566,3785,526,3,6,1,0,1,0,1,0,0, ,-1.6983
1567,3789,748,1,1,-1,0,0,1,0,1,0,5,0.3017
1568,3789,748,2,2,-1,1,0,0,0,0,1,6,0.3017
1569,3789,748,3,3,-1,0,1,0,1,0,0, ,0.3017
1570,3789,487,1,4,1,0,0,1,0,1,0,5.5,0.0517
1571,3789,487,2,5,1,1,0,0,0,0,1,6,0.0517
1572,3789,487,3,6,1,0,1,0,1,0,0, ,0.0517
1573,3797,544,1,1,-1,0,0,1,0,1,0,7,0.5517
1574,3797,544,2,2,-1,1,0,0,0,0,1,7,0.5517
1575,3797,544,3,3,-1,0,1,0,1,0,0, ,0.5517
1576,3797,926,1,4,1,0,0,1,0,1,0,6,-0.6983
1577,3797,926,2,5,1,1,0,0,0,0,1,6,-0.6983
1578,3797,926,3,6,1,0,1,0,1,0,0, ,-0.6983
1579,3805,391,1,1,-1,0,0,1,0,1,0,6.5,0.0517
1580,3805,391,2,2,-1,1,0,0,0,0,1,7,0.0517
1581,3805,391,3,3,-1,0,1,0,1,0,0,6,0.0517
1582,3805,419,1,4,1,0,0,1,0,1,0,6,0.3017
1583,3805,419,2,5,1,1,0,0,0,0,1,7,0.3017
1584,3805,419,3,6,1,0,1,0,1,0,0,6.5,0.3017
1585,3810,814,1,1,-1,0,0,1,0,1,0,6,0.5517
1586,3810,814,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1587,3810,814,3,3,-1,0,1,0,1,0,0, ,0.5517
1588,3810,732,1,4,1,0,0,1,0,1,0,7,0.5517
1589,3810,732,2,5,1,1,0,0,0,0,1, ,0.5517
1590,3810,732,3,6,1,0,1,0,1,0,0, ,0.5517
1591,3816,45,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1592,3816,45,2,2,-1,1,0,0,0,0,1,6,0.5517
1593,3816,45,3,3,-1,0,1,0,1,0,0, ,0.5517
1594,3816,78,1,4,1,0,0,1,0,1,0,4,-2.4483
1595,3816,78,2,5,1,1,0,0,0,0,1,4,-2.4483
1596,3816,78,3,6,1,0,1,0,1,0,0, ,-2.4483
1597,3859,91,1,4,1,0,0,1,0,1,0,5,-0.6983
1598,3859,91,2,5,1,1,0,0,0,0,1,5,-0.6983
1599,3859,91,3,6,1,0,1,0,1,0,0,5.5,-0.6983
1600,3860,341,1,1,-1,0,0,1,0,1,0,4,-1.4483
1601,3860,341,2,2,-1,1,0,0,0,0,1,5,-1.4483
1602,3860,341,3,3,-1,0,1,0,1,0,0, ,-1.4483
1603,3860,751,1,4,1,0,0,1,0,1,0,6,-0.4483
1604,3860,751,2,5,1,1,0,0,0,0,1,6,-0.4483
1605,3860,751,3,6,1,0,1,0,1,0,0, ,-0.4483
1606,3870,625,1,1,-1,0,0,1,0,1,0,4.5,-0.4483
1607,3870,625,2,2,-1,1,0,0,0,0,1,4.5,-0.4483
1608,3870,625,3,3,-1,0,1,0,1,0,0, ,-0.4483
1609,3870,803,1,4,1,0,0,1,0,1,0,6,-0.4483
1610,3870,803,2,5,1,1,0,0,0,0,1,6,-0.4483
1611,3870,803,3,6,1,0,1,0,1,0,0, ,-0.4483
1612,3871,472,1,1,-1,0,0,1,0,1,0,1,0.0517
1613,3871,472,2,2,-1,1,0,0,0,0,1,4,0.0517
1614,3871,472,3,3,-1,0,1,0,1,0,0, ,0.0517
1615,3871,107,1,4,1,0,0,1,0,1,0,4.5,0.5517
1616,3871,107,2,5,1,1,0,0,0,0,1,4.5,0.5517
1617,3871,107,3,6,1,0,1,0,1,0,0, ,0.5517
1618,3902,886,1,1,-1,0,0,1,0,1,0,6,0.0517
1619,3902,886,2,2,-1,1,0,0,0,0,1,6.5,0.0517
1620,3902,886,3,3,-1,0,1,0,1,0,0,6,0.0517
1621,3902,103,1,4,1,0,0,1,0,1,0,5,-2.4483
1622,3902,103,2,5,1,1,0,0,0,0,1,5.5,-2.4483
1623,3902,103,3,6,1,0,1,0,1,0,0,5.5,-2.4483
1624,3913,376,1,1,-1,0,0,1,0,1,0,6,0.3017
1625,3913,376,2,2,-1,1,0,0,0,0,1,6,0.3017
1626,3913,376,3,3,-1,0,1,0,1,0,0, ,0.3017
1627,3913,35,1,4,1,0,0,1,0,1,0,6,0.5517
1628,3913,35,2,5,1,1,0,0,0,0,1,5.5,0.5517
1629,3913,35,3,6,1,0,1,0,1,0,0, ,0.5517
1630,3941,355,1,1,-1,0,0,1,0,1,0,7,-0.6983
1631,3941,355,2,2,-1,1,0,0,0,0,1,6,-0.6983
1632,3941,355,3,3,-1,0,1,0,1,0,0,6,-0.6983
1633,3941,580,1,4,1,0,0,1,0,1,0,6.5,0.5517
